Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Training Stress ScoreÂ®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2022-05-22 11:04:04,false,"El Dorado County Cycling","4.32","443","00:54:25","144","172","0","0","4.8","21.1","492","1,063","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","54:24.74.9","1","0.0","00:38:10","01:02:29","6,221","6,949"
Walking,2022-05-21 14:32:45,false,"El Dorado County Walking","3.93","683","01:55:12","125","159","85","243","29:19","10:18","627","928","0.64","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","25:23.33.7","4","0.0","01:41:33","01:55:12","7,416","8,192"
Walking,2022-05-21 09:16:09,false,"El Dorado County Walking","4.41","864","02:16:49","130","162","73","243","31:03","6:18","1,086","449","0.72","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","12:41.67.7","5","0.0","01:52:59","02:16:49","7,243","8,030"
Running,2022-05-20 07:37:41,false,"Folsom Running","1.27","207","00:22:35","144","172","108","241","17:43","8:56","69","30","0.84","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:23.93.3","2","0.0","00:18:13","00:22:35","228","301"
Cardio,2022-05-17 13:06:20,false,"Cardio","0.00","257","00:29:39","137","170","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:39.00.4","1","0.0","00:00:00","00:29:39","163","163"
Cardio,2022-05-16 15:23:03,false,"Cardio","0.00","233","00:30:10","128","169","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","30:09.57.2","1","0.0","00:00:00","00:32:00","207","207"
Cardio,2022-05-13 16:24:25,false,"Cardio","0.00","274","00:35:03","130","176","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","35:02.80.3","1","0.0","00:00:00","00:35:03","130","167"
Cardio,2022-05-11 11:58:48,false,"Cardio","0.00","200","00:21:16","142","166","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","21:16.23.9","1","0.0","00:00:00","00:21:16","35","79"
Cardio,2022-05-10 11:59:49,false,"Cardio","0.00","206","00:25:43","131","164","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","25:42.98.3","1","0.0","00:00:00","00:25:43","75","85"
Cardio,2022-05-09 12:20:21,false,"Cardio","0.00","284","00:29:40","145","173","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:39.91.3","1","0.0","00:00:00","00:29:40","127","127"
Walking,2022-05-09 10:36:50,false,"Folsom Walking","1.01","169","00:19:03","136","160","111","199","18:57","8:51","121","23","0.77","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:06.24.5","2","0.0","00:14:25","00:19:03","106","145"
Cycling,2022-05-07 14:34:04,false,"South Lake Tahoe Cycling","2.15","124","00:15:17","127","149","0","0","8.4","13.8","62","125","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","15:17.40.6","1","0.0","00:14:53","00:15:17","6,226","6,276"
Walking,2022-05-07 10:05:10,false,"El Dorado County Walking","7.67","1,293","03:43:46","125","171","82","249","29:09","9:31","1,611","1,470","0.68","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","15:28.80.2","8","0.0","03:06:30","03:45:53","6,557","7,883"
Walking,2022-05-06 15:20:45,false,"El Dorado County Walking","2.81","314","01:06:53","116","137","90","126","23:48","9:29","472","180","0.75","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","19:11.06.8","3","0.0","01:01:48","01:06:53","6,294","6,413"
Cardio,2022-05-02 16:22:16,false,"Cardio","0.00","171","00:20:22","130","162","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","20:21.81.2","1","0.0","00:00:00","00:20:22","80","96"
Walking,2022-04-29 10:27:34,false,"Folsom Walking","1.68","246","00:26:17","143","173","112","234","15:40","9:29","112","59","0.92","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","11:24.31.7","2","0.0","00:21:17","00:26:17","151","192"
Walking,2022-04-27 10:48:06,false,"Folsom Walking","1.43","160","00:26:12","119","142","99","241","18:16","8:02","52","36","0.89","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:02.58.8","2","0.0","00:23:03","00:26:12","137","194"
Walking,2022-04-19 10:30:48,false,"Folsom Walking","1.71","242","00:33:16","128","163","80","243","19:28","7:44","49","98","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","15:10.77.8","2","0.0","00:18:31","00:33:16","180","241"
Cardio,2022-04-18 12:42:42,false,"Cardio","0.00","116","00:11:52","143","169","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","11:51.92.4","1","0.0","00:00:00","00:11:52","257","258"
Walking,2022-04-17 09:44:51,false,"Placer County Walking","4.33","462","01:42:34","110","135","89","235","23:40","11:59","390","217","0.76","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:15.52.2","5","0.0","01:31:44","01:42:34","461","544"
Cardio,2022-04-15 16:14:14,false,"Cardio","0.00","158","00:18:56","128","159","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","18:55.58.3","1","0.0","00:00:00","00:18:56","162","162"
Walking,2022-04-15 10:43:14,false,"Folsom Walking","1.83","241","00:27:17","140","165","113","225","14:54","8:26","157","43","0.97","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","13:20.52.3","2","0.0","00:23:15","00:27:17","141","209"
Cardio,2022-04-14 13:44:23,false,"Cardio","0.00","202","00:20:45","143","163","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","20:45.36.4","1","0.0","00:00:00","00:20:45","43","45"
Walking,2022-04-13 09:33:32,false,"Folsom Walking","1.66","193","00:29:13","123","146","101","249","17:37","6:54","59","43","0.91","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","10:46.31.5","2","0.0","00:25:43","00:29:13","66","116"
Cardio,2022-04-12 11:45:29,false,"Cardio","0.00","59","00:06:33.1","138","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:33.08.7","1","0.0","00:00:00","00:06:33.1","91","99"
Walking,2022-04-12 08:57:51,false,"Folsom Walking","1.05","150","00:22:52","124","138","99","247","21:42","6:17","66","13","0.75","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:48.37","2","0.0","00:18:54","00:22:52","81","142"
Walking,2022-04-08 10:11:53,false,"Folsom Walking","1.17","163","00:25:42","121","145","87","230","21:59","8:46","66","43","0.85","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:02.65.2","2","0.0","00:20:08","00:25:42","196","230"
Cardio,2022-04-07 12:25:13,false,"Cardio","0.00","228","00:22:50","148","169","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","22:50.16.2","1","0.0","00:00:00","00:22:50","198","198"
Walking,2022-04-07 11:09:44,false,"Folsom Walking","1.00","155","00:17:42","134","155","111","235","17:38","6:27","52","69","0.83","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:12.82.8","2","0.0","00:14:11","00:17:42","170","224"
Walking,2022-04-06 18:22:48,false,"Folsom Walking","1.52","176","00:34:22","111","130","79","164","22:34","8:59","230","43","0.91","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","13:10.29.4","2","0.0","00:28:21","00:34:22","189","220"
Cardio,2022-04-06 11:25:38,false,"Cardio","0.00","164","00:18:02","134","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","18:02.48.8","1","0.0","00:00:00","00:18:02","33","33"
Walking,2022-04-05 10:40:59,false,"Folsom Walking","1.82","201","00:21:06","147","167","131","244","11:36","7:54","66","30","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:53.76","2","0.0","00:20:41","00:21:06","20","87"
Cardio,2022-04-03 13:01:00,false,"Cardio","0.00","261","00:28:00","145","180","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","27:59.76","1","0.0","00:00:00","00:28:00","103","121"
Walking,2022-04-03 09:07:16,false,"Folsom Walking","1.61","221","00:32:54","122","162","87","244","20:23","7:32","23","92","0.90","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","11:15.44.8","2","0.0","00:24:26","00:32:54","104","133"
Walking,2022-04-02 08:50:27,false,"Folsom Walking","2.09","263","00:46:43","117","140","86","241","22:18","7:39","79","135","0.84","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:07.50.1","3","0.0","00:35:43","00:46:43","166","243"
Walking,2022-04-01 10:34:57,false,"Folsom Walking","1.32","155","00:25:22","118","141","93","249","19:11","8:11","36","43","0.90","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:00.30.8","2","0.0","00:23:10","00:25:22","184","230"
Cardio,2022-03-31 17:56:47,false,"Cardio","0.00","257","00:28:49","136","175","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","28:49.15.5","1","0.0","00:00:00","00:28:49","257","277"
Cardio,2022-03-29 17:13:51,false,"Cardio","0.00","206","00:22:55","137","173","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","22:54.90","1","0.0","00:00:00","00:22:55","224","240"
Walking,2022-03-27 09:40:14,false,"Placer County Walking","3.10","370","01:10:45","116","155","91","243","22:50","11:03","328","312","0.78","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:54.71.9","4","0.0","01:02:55","01:10:45","322","467"
Walking,2022-03-27 08:24:59,false,"Placer County Walking","2.88","360","01:12:13","115","144","84","235","25:04","9:27","220","653","0.76","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","21:07.87.3","3","0.0","00:57:02","01:14:29","349","480"
Cycling,2022-03-26 10:32:41,false,"Placer County Cycling","7.31","1,009","02:10:45","142","176","0","0","3.4","19.6","1,457","1,079","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","31:35.98.5","2","0.0","01:29:06","02:10:45","844","1,880"
Cardio,2022-03-23 12:40:46,false,"Cardio","0.00","283","00:29:15","143","170","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:14.84.7","1","0.0","00:00:00","00:29:15","127","132"
Cardio,2022-03-22 12:04:09,false,"Cardio","0.00","296","00:39:45","130","166","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","39:45.08","1","0.0","00:00:00","00:39:45","183","198"
Walking,2022-03-22 11:07:56,false,"Folsom Walking","2.00","270","00:30:03","143","178","115","238","15:00","9:09","112","72","0.94","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:06.66.2","3","0.0","00:26:20","00:30:03","188","242"
Cardio,2022-03-21 12:59:55,false,"Cardio","0.00","243","00:28:45","131","178","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","28:44.77.9","1","0.0","00:00:00","00:28:45","179","179"
Walking,2022-03-21 12:39:29,false,"Folsom Walking","0.93","137","00:14:32","138","162","117","247","15:39","5:38","33","30","0.88","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","14:31.58.8","1","0.0","00:11:08","00:14:32","153","182"
Cardio,2022-03-18 16:42:35,false,"Cardio","0.00","189","00:20:27","138","172","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","20:27.38.6","1","0.0","00:00:00","00:20:27","293","305"
Walking,2022-03-18 11:54:47,false,"Folsom Walking","1.48","229","00:29:43","128","158","94","178","20:03","8:11","82","26","0.89","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","12:35.03.3","2","0.0","00:19:20","00:29:43","205","260"
Cardio,2022-03-17 13:21:31,false,"Cardio","0.00","301","00:30:16","144","171","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","30:16.10.8","1","0.0","00:00:00","00:30:16","207","207"
Cardio,2022-03-16 18:17:54,false,"Cardio","0.00","178","00:21:58","132","162","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","21:58.34.7","1","0.0","00:00:00","00:22:25","235","246"
Cardio,2022-03-15 12:54:48,false,"Cardio","0.00","215","00:19:49","156","175","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:45.86.1","2","0.0","00:00:00","00:19:51","184","184"
Walking,2022-03-15 12:25:53,false,"Folsom Walking","1.60","211","00:27:55","134","165","96","244","17:26","5:51","66","56","0.98","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","12:59.51","2","0.0","00:20:16","00:27:55","156","213"
Walking,2022-03-14 12:22:04,false,"Folsom Walking","1.19","128","00:22:04","117","131","107","246","18:29","8:32","164","20","0.81","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:38.15.2","2","0.0","00:20:37","00:22:04","157","227"
Walking,2022-03-13 12:28:22,false,"South Lake Tahoe Walking","5.03","595","02:19:55","111","128","69","249","27:49","6:58","108","217","0.86","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:16.88.3","6","0.0","01:53:23","02:19:55","6,147","6,215"
Walking,2022-03-12 11:27:18,false,"El Dorado County Walking","2.05","375","01:08:04","119","146","64","225","33:12","11:16","456","180","0.76","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:38.50.3","3","0.0","00:49:21","01:08:04","6,549","6,709"
Cardio,2022-03-04 15:59:03,false,"Cardio","0.00","283","00:33:57","130","160","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","33:57.16.8","1","0.0","00:00:00","00:35:03","184","187"
Walking,2022-03-04 12:16:34,false,"Folsom Walking","1.49","222","00:22:06","144","173","123","230","14:52","7:42","230","23","0.87","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:11.55.3","2","0.0","00:17:25","00:22:06","150","205"
Cardio,2022-03-02 14:57:13,false,"Cardio","0.00","34","00:03:42.6","138","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:42.63","1","0.0","00:00:00","00:03:42.6","18","18"
Cardio,2022-03-02 14:29:20,false,"Cardio","0.00","21","00:02:09.9","137","153","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:09.87.6","1","0.0","00:00:00","00:02:09.9","11","11"
Walking,2022-02-27 10:07:50,false,"Cobano Walking","1.38","176","00:38:43","111","133","71","156","28:07","19:33","75","154","0.82","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","13:10.95.3","2","0.0","00:34:18","00:38:43","150","196"
Walking,2022-02-25 17:48:30,false,"Cobano Walking","1.52","180","00:39:32","106","129","77","195","25:56","5:05","853","62","0.81","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","13:00.61.7","2","0.0","00:34:54","00:39:32","123","274"
Walking,2022-02-23 11:40:41,false,"Walking","0.94","107","00:19:34","115","127","91","149","20:53","11:16","13","10","0.84","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","19:33.98.4","1","0.0","00:15:35","00:19:34","2,225","2,246"
Running,2022-02-20 12:06:34,false,"Running","3.66","440","00:39:06","159","179","155","172","10:42","6:54","131","95","0.97","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:10.18.7","4","0.0","00:38:21","00:39:06","232","297"
Cardio,2022-02-18 12:39:08,false,"Cardio","0.00","223","00:26:19","129","183","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","26:19.00","1","0.0","00:00:00","00:26:19","187","187"
Walking,2022-02-18 11:48:36,false,"Folsom Walking","1.87","244","00:31:27","132","173","93","177","16:48","1:46","180","52","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","13:48.37.7","2","0.0","00:22:35","00:31:27","144","190"
Cardio,2022-02-17 13:42:48,false,"Cardio","0.00","212","00:22:06","140","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","22:05.73.9","1","0.0","00:00:00","00:22:06","4","44"
Cardio,2022-02-15 17:59:26,false,"Cardio","0.00","287","00:31:38","135","173","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","31:37.56.2","1","0.0","00:00:00","00:31:38","156","169"
